🕘️更新时间,#genre#
CCTV-5,http://app.baiyels.com
CCTV-5,http://205.185.120.154
CCTV-5,http://83.229.120.192
CCTV-5,http://47.76.150.170
CCTV-5+,http://tvbox6.icu/tv/migu.php?id=cctv5p
CCTV-5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6216&tk=a0c4f6cfaba3
CCTV-5+,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8
CCTV-5+,http://app.baiyels.com
CCTV-5+,http://205.185.120.154
CCTV-5+,http://83.229.120.192
CCTV-5+,http://47.76.150.170
CCTV-5+,http://api2.52tb.xyz/info?id=7&token=20230326xflvzc
CCTV-6,http://tvbox6.icu/tv/migu.php?id=cctv6
CCTV-6,https://api.olelive.com/dis/live/CCTV6HD/hls.m3u8
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6540&tk=a0c4f6cfaba3
CCTV-6,http://139.196.214.238/rtp/239.45.1.70:5140
CCTV-6,http://111.9.163.109
CCTV-6,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8
CCTV-6,http://app.baiyels.com
CCTV-6,http://205.185.120.154
CCTV-6,http://83.229.120.192
CCTV-6,http://47.76.150.170
CCTV-7,http://tvbox6.icu/tv/migu.php?id=cctv7
CCTV-7,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7285&tk=a0c4f6cfaba3
CCTV-7,http://139.196.214.238/rtp/239.45.3.56:5140
CCTV-7,https://piccpndali.v.myalicdn.com/audio/cctv7_2.m3u8
CCTV-7,http://app.baiyels.com
CCTV-7,http://205.185.120.154
CCTV-7,http://83.229.120.192
CCTV-7,http://111.170.172.113
CCTV-7,http://api2.52tb.xyz/info?id=9&token=20230326xflvzc
CCTV-8,http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV-8,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2956&tk=a0c4f6cfaba3
CCTV-8,http://139.196.214.238/rtp/239.45.1.71:5140
CCTV-8,http://111.9.163.109
CCTV-8,https://piccpndali.v.myalicdn.com/audio/cctv8_2.m3u8
CCTV-8,http://app.baiyels.com
CCTV-8,http://205.185.120.154
CCTV-8,http://83.229.120.192
CCTV-8,http://api2.52tb.xyz/info?id=10&token=20230326xflvzc
CCTV-9,http://tvbox6.icu/tv/migu.php?id=cctv9
CCTV-9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6503&tk=a0c4f6cfaba3
CCTV-9,http://139.196.214.238/rtp/239.45.3.4:5140
CCTV-9,https://piccpndali.v.myalicdn.com/audio/cctv9_2.m3u8
CCTV-9,http://app.baiyels.com
CCTV-9,http://205.185.120.154
CCTV-9,http://83.229.120.192
CCTV-9,http://111.170.172.113
CCTV-9,http://api2.52tb.xyz/info?id=11&token=20230326xflvzc
CCTV-10,http://tvbox6.icu/tv/migu.php?id=cctv10
CCTV-10,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2043&tk=a0c4f6cfaba3
CCTV-10,http://139.196.214.238/rtp/239.45.3.8:5140
CCTV-10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8
CCTV-10,http://app.baiyels.com
CCTV-10,http://205.185.120.154
CCTV-10,http://83.229.120.192
CCTV-10,http://111.170.172.113
CCTV-10,http://api2.52tb.xyz/info?id=12&token=20230326xflvzc
CCTV-11,http://tvbox6.icu/tv/migu.php?id=cctv11
CCTV-11,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3572&tk=a0c4f6cfaba3
CCTV-11,http://139.196.214.238/rtp/239.45.1.196:5140
CCTV-11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8
CCTV-11,http://app.baiyels.com
CCTV-11,http://205.185.120.154
CCTV-11,http://83.229.120.192
CCTV-11,http://111.170.172.113
CCTV-11,http://api2.52tb.xyz/info?id=13&token=20230326xflvzc
CCTV-12,http://tvbox6.icu/tv/migu.php?id=cctv12
CCTV-12,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5054&tk=a0c4f6cfaba3
CCTV-12,http://139.196.214.238/rtp/239.45.3.10:5140
CCTV-12,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8
CCTV-12,http://app.baiyels.com
CCTV-12,http://205.185.120.154
CCTV-12,http://83.229.120.192
CCTV-12,http://api2.52tb.xyz/info?id=14&token=20230326xflvzc
CCTV-13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV-13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1486&tk=a0c4f6cfaba3
CCTV-13,http://139.196.214.238/rtp/239.45.1.198:5140
CCTV-13,https://piccpndali.v.myalicdn.com/audio/cctv13_2.m3u8
CCTV-13,http://app.baiyels.com
CCTV-13,http://205.185.120.154
CCTV-13,http://83.229.120.192
CCTV-13,http://111.170.172.113
CCTV-13,http://api2.52tb.xyz/info?id=15&token=20230326xflvzc
CCTV-14,http://tvbox6.icu/tv/migu.php?id=cctv14
CCTV-14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9735&tk=a0c4f6cfaba3
CCTV-14,http://139.196.214.238/rtp/239.45.3.23:5140
CCTV-14,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8
CCTV-14,http://app.baiyels.com
CCTV-14,http://205.185.120.154
CCTV-14,http://83.229.120.192
CCTV-14,http://api2.52tb.xyz/info?id=16&token=20230326xflvzc
CCTV-15,http://tvbox6.icu/tv/migu.php?id=cctv15
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8960&tk=a0c4f6cfaba3
CCTV-15,http://139.196.214.238/rtp/239.45.1.200:5140
CCTV-15,https://piccpndali.v.myalicdn.com/audio/cctv15_2.m3u8
CCTV-15,http://app.baiyels.com
CCTV-15,http://205.185.120.154
CCTV-15,http://83.229.120.192
CCTV-16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2560&tk=a0c4f6cfaba3
CCTV-16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV-16,http://app.baiyels.com
CCTV-16,http://205.185.120.154
CCTV-16,http://xxx.504900.xyz
CCTV-16,http://83.229.120.192
CCTV-16,http://api2.52tb.xyz/info?id=18&token=20230326xflvzc
CCTV-17,http://tvbox6.icu/tv/migu.php?id=cctv17
CCTV-17,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9059&tk=a0c4f6cfaba3
CCTV-17,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
CCTV-17,http://app.baiyels.com
CCTV-17,http://205.185.120.154
CCTV-17,http://83.229.120.192
CCTV-17,http://api2.52tb.xyz/info?id=19&token=20230326xflvzc
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CETV2,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV4,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8

💰央视付费频道,#genre#
央视台球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5497&tk=a0c4f6cfaba3
风云音乐,https://ngcdn003.cnr.cn/live/yyzs/index.m3u8
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2140&tk=f6cc1e0a0e1a
风云足球,http://xxx.504900.xyz
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3042&tk=f6cc1e0a0e1a

📡卫视频道,#genre#
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8193&tk=a0c4f6cfaba3
广东卫视,https://www.yangshipin.cn/tv/home?pid=600002485
广东卫视,http://www.7891136.xyz
广东卫视,http://139.196.214.238/rtp/239.45.3.230:5140
广东卫视,http://app.baiyels.com
广东卫视,http://205.185.120.154
广东卫视,http://83.229.120.192
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6595&tk=a0c4f6cfaba3
浙江卫视,https://www.yangshipin.cn/tv/home?pid=600002520
浙江卫视,http://www.7891136.xyz
浙江卫视,http://139.196.214.238/rtp/239.45.3.178:5140
浙江卫视,http://app.baiyels.com
浙江卫视,http://205.185.120.154
浙江卫视,http://83.229.120.192
浙江卫视,http://api2.52tb.xyz/info?id=22&token=20230326xflvzc
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9117&tk=a0c4f6cfaba3
湖南卫视,http://139.196.214.238/rtp/239.45.3.228:5140
湖南卫视,http://app.baiyels.com
湖南卫视,http://205.185.120.154
湖南卫视,http://xxx.504900.xyz
湖南卫视,http://83.229.120.192
湖南卫视,http://api2.52tb.xyz/info?id=21&token=20230326xflvzc
北京卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9226&tk=a0c4f6cfaba3
北京卫视,https://www.yangshipin.cn/tv/home?pid=600002309
北京卫视,http://139.196.214.238/rtp/239.45.3.229:5140
北京卫视,http://app.baiyels.com
北京卫视,http://205.185.120.154
北京卫视,http://xxx.504900.xyz
北京卫视,http://83.229.120.192
北京卫视,http://api2.52tb.xyz/info?id=25&token=20230326xflvzc
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1923&tk=a0c4f6cfaba3
湖北卫视,http://139.196.214.238/rtp/239.45.3.239:5140
湖北卫视,http://app.baiyels.com
湖北卫视,http://205.185.120.154
湖北卫视,http://xxx.504900.xyz
湖北卫视,http://83.229.120.192
湖北卫视,http://api2.52tb.xyz/info?id=34&token=20230326xflvzc
黑龙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2183&tk=a0c4f6cfaba3
黑龙江卫视,https://www.yangshipin.cn/tv/home?pid=600002498
黑龙江卫视,http://www.7891136.xyz
黑龙江卫视,http://139.196.214.238/rtp/239.45.3.232:5140
黑龙江卫视,http://api2.52tb.xyz/info?id=41&token=20230326xflvzc
安徽卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1678&tk=a0c4f6cfaba3
安徽卫视,https://www.yangshipin.cn/tv/home?pid=600002532
安徽卫视,http://www.7891136.xyz
安徽卫视,http://139.196.214.238/rtp/239.45.1.120:5140
安徽卫视,http://app.baiyels.com
安徽卫视,http://205.185.120.154
安徽卫视,http://xxx.504900.xyz
安徽卫视,http://83.229.120.192
安徽卫视,http://api2.52tb.xyz/info?id=33&token=20230326xflvzc
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
重庆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7530&tk=a0c4f6cfaba3
重庆卫视,https://www.yangshipin.cn/tv/home?pid=600002531
重庆卫视,http://www.7891136.xyz
重庆卫视,http://139.196.214.238/rtp/239.45.1.84:5140
重庆卫视,http://app.baiyels.com
重庆卫视,http://205.185.120.154
重庆卫视,http://83.229.120.192
重庆卫视,http://api2.52tb.xyz/info?id=37&token=20230326xflvzc
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6000&tk=a0c4f6cfaba3
东方卫视,http://139.196.214.238/rtp/239.45.3.146:5140
东方卫视,http://app.baiyels.com
东方卫视,http://205.185.120.154
东方卫视,http://83.229.120.192
东方卫视,http://api2.52tb.xyz/info?id=24&token=20230326xflvzc
东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5983&tk=a0c4f6cfaba3
东南卫视,http://139.196.214.238/rtp/239.45.1.121:5140
东南卫视,http://app.baiyels.com
东南卫视,http://205.185.120.154
东南卫视,http://xxx.504900.xyz
东南卫视,http://83.229.120.192
东南卫视,http://api2.52tb.xyz/info?id=29&token=20230326xflvzc
东南卫视,http://api3.52tb.xyz/info?id=29&token=20230227aesvnb
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4.flv
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
甘肃卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6110&tk=a0c4f6cfaba3
甘肃卫视,http://www.7891136.xyz
甘肃卫视,http://139.196.214.238/rtp/239.45.1.234:5140
甘肃卫视,http://45.205.27.14
甘肃卫视,http://api2.52tb.xyz/info?id=46&token=20230326xflvzc
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
广西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7377&tk=a0c4f6cfaba3
广西卫视,https://www.yangshipin.cn/tv/home?pid=600002509
广西卫视,http://139.196.214.238/rtp/239.45.0.5:5140
广西卫视,http://api2.52tb.xyz/info?id=45&token=20230326xflvzc
广西卫视,rtmp://live.gxrb.com.cn/hls/a23
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
贵州卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9095&tk=a0c4f6cfaba3
贵州卫视,https://www.yangshipin.cn/tv/home?pid=600002490
贵州卫视,http://139.196.214.238/rtp/239.45.1.80:5140
贵州卫视,http://api2.52tb.xyz/info?id=36&token=20230326xflvzc
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
海南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0389&tk=a0c4f6cfaba3
海南卫视,https://www.yangshipin.cn/tv/home?pid=600002506
海南卫视,http://139.196.214.238/rtp/239.45.1.81:5140
海南卫视,http://api2.52tb.xyz/info?id=38&token=20230326xflvzc
海南卫视,http://api3.52tb.xyz/info?id=38&token=20230227aesvnb
河北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0169&tk=a0c4f6cfaba3
河北卫视,https://www.yangshipin.cn/tv/home?pid=600002493
河北卫视,http://www.7891136.xyz
河北卫视,http://139.196.214.238/rtp/239.45.1.44:5140
河北卫视,http://api2.52tb.xyz/info?id=32&token=20230326xflvzc
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
河南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5623&tk=a0c4f6cfaba3
河南卫视,https://www.yangshipin.cn/tv/home?pid=600002525
河南卫视,http://139.196.214.238/rtp/239.45.0.3:5140
河南卫视,http://api2.52tb.xyz/info?id=31&token=20230326xflvzc
河南卫视,http://api3.52tb.xyz/info?id=31&token=20230227aesvnb
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
吉林卫视,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
吉林卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6306&tk=a0c4f6cfaba3
吉林卫视,http://139.196.214.238/rtp/239.45.0.6:5140
吉林卫视,http://api2.52tb.xyz/info?id=40&token=20230326xflvzc
吉林卫视,http://api3.52tb.xyz/info?id=40&token=20230227aesvnb
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
江苏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2625&tk=a0c4f6cfaba3
江苏卫视,http://www.7891136.xyz
江苏卫视,http://139.196.214.238/rtp/239.45.3.177:5140
江苏卫视,http://app.baiyels.com
江苏卫视,http://205.185.120.154
江苏卫视,http://83.229.120.192
江苏卫视,http://api2.52tb.xyz/info?id=23&token=20230326xflvzc
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8366&tk=a0c4f6cfaba3
江西卫视,https://www.yangshipin.cn/tv/home?pid=600002503
江西卫视,http://www.7891136.xyz
江西卫视,http://139.196.214.238/rtp/239.45.1.122:5140
江西卫视,http://app.baiyels.com
江西卫视,http://205.185.120.154
江西卫视,http://83.229.120.192
江西卫视,http://api2.52tb.xyz/info?id=35&token=20230326xflvzc
江西卫视,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv1
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
辽宁卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7944&tk=a0c4f6cfaba3
辽宁卫视,https://www.yangshipin.cn/tv/home?pid=600002505
辽宁卫视,http://139.196.214.238/rtp/239.45.1.123:5140
辽宁卫视,http://app.baiyels.com
辽宁卫视,http://205.185.120.154
辽宁卫视,http://xxx.504900.xyz
辽宁卫视,http://83.229.120.192
辽宁卫视,http://111.170.172.113
辽宁卫视,http://api2.52tb.xyz/info?id=43&token=20230326xflvzc
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
内蒙古卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0816&tk=a0c4f6cfaba3
内蒙古卫视,http://139.196.214.238/rtp/239.45.1.238:5140
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws
宁夏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7648&tk=a0c4f6cfaba3
宁夏卫视,http://www.7891136.xyz
宁夏卫视,http://139.196.214.238/rtp/239.45.1.213:5140
宁夏卫视,http://api2.52tb.xyz/info?id=49&token=20230326xflvzc
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9745&tk=a0c4f6cfaba3
青海卫视,http://139.196.214.238/rtp/239.45.1.230:5140
青海卫视,http://app.baiyels.com
青海卫视,http://205.185.120.154
青海卫视,http://83.229.120.192
青海卫视,http://111.170.172.113
青海卫视,http://api2.52tb.xyz/info?id=50&token=20230326xflvzc
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
山东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4622&tk=a0c4f6cfaba3
山东卫视,https://www.yangshipin.cn/tv/home?pid=600002513
山东卫视,http://139.196.214.238/rtp/239.45.3.238:5140
山东卫视,http://app.baiyels.com
山东卫视,http://205.185.120.154
山东卫视,http://xxx.504900.xyz
山东卫视,http://83.229.120.192
山东卫视,http://111.170.172.113
山东卫视,http://api2.52tb.xyz/info?id=30&token=20230326xflvzc
山西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9041&tk=a0c4f6cfaba3
山西卫视,http://www.7891136.xyz
山西卫视,http://139.196.214.238/rtp/239.45.1.229:5140
山西卫视,http://api2.52tb.xyz/info?id=48&token=20230326xflvzc
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws
陕西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2140&tk=a0c4f6cfaba3
陕西卫视,http://www.7891136.xyz
陕西卫视,http://139.196.214.238/rtp/239.45.1.232:5140
陕西卫视,http://api2.52tb.xyz/info?id=47&token=20230326xflvzc
四川卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0402&tk=a0c4f6cfaba3
四川卫视,https://www.yangshipin.cn/tv/home?pid=600002516
四川卫视,http://139.196.214.238/rtp/239.45.1.83:5140
四川卫视,http://api2.52tb.xyz/info?id=39&token=20230326xflvzc
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
深圳卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2909&tk=a0c4f6cfaba3
深圳卫视,https://www.yangshipin.cn/tv/home?pid=600002481
深圳卫视,http://www.7891136.xyz
深圳卫视,http://139.196.214.238/rtp/239.45.3.231:5140
深圳卫视,http://app.baiyels.com
深圳卫视,http://205.185.120.154
深圳卫视,http://xxx.504900.xyz
深圳卫视,http://83.229.120.192
深圳卫视,http://api2.52tb.xyz/info?id=28&token=20230326xflvzc
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5015&tk=a0c4f6cfaba3
三沙卫视,http://139.196.214.238/rtp/239.45.1.82:5140
天津卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4182&tk=a0c4f6cfaba3
天津卫视,http://139.196.214.238/rtp/239.45.1.124:5140
天津卫视,http://app.baiyels.com
天津卫视,http://205.185.120.154
天津卫视,http://xxx.504900.xyz
天津卫视,http://83.229.120.192
天津卫视,http://api2.52tb.xyz/info?id=26&token=20230326xflvzc
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
西藏卫视,http://www.lysvc.cc/daili/xztv.php?id=0
西藏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3771&tk=a0c4f6cfaba3
西藏卫视,http://www.7891136.xyz
西藏卫视,http://139.196.214.238/rtp/239.45.1.231:5140
西藏卫视,http://api2.52tb.xyz/info?id=52&token=20230326xflvzc
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
新疆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9276&tk=a0c4f6cfaba3
新疆卫视,http://139.196.214.238/rtp/239.45.1.116:5140
新疆卫视,http://api2.52tb.xyz/info?id=51&token=20230326xflvzc
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7313&tk=a0c4f6cfaba3
云南卫视,http://139.196.214.238/rtp/239.45.0.4:5140
云南卫视,http://api2.52tb.xyz/info?id=42&token=20230326xflvzc

☘️广东频道,#genre#
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2277&tk=e640d0a1bf70
广东珠江,http://app.baiyels.com
广东珠江,http://205.185.120.154
广东珠江,http://83.229.120.192
广东体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2030&tk=a0c4f6cfaba3
广东新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8637&tk=a0c4f6cfaba3
广东新闻,https://live.ximalaya.com/radio-first-page-app/live/245/64.m3u8?transcode=ts
广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
